11	base	seqlen_q=2048,seqlen_k=6144,packed_ck_ms=14.9353676,staged_ck_ms=5.54335213,staged_speedup=2.69428444,max_abs=9.53674316e-07,mean_abs=5.43407547e-08,staged_scratch_bytes=75497472
11	base	seqlen_q=2048,seqlen_k=8192,packed_ck_ms=20.7923717,staged_ck_ms=7.85397482,staged_speedup=2.64736938,max_abs=4.76837158e-07,mean_abs=3.8546015e-08,staged_scratch_bytes=83886080
11	cand	seqlen_q=2048,seqlen_k=2048,packed_ck_ms=3.46745896,staged_ck_ms=1.35803795,staged_speedup=2.55328584,max_abs=0,mean_abs=0,staged_scratch_bytes=58720256
11	cand	seqlen_q=2048,seqlen_k=4096,packed_ck_ms=9.61422443,staged_ck_ms=3.16676688,staged_speedup=3.03597474,max_abs=0,mean_abs=0,staged_scratch_bytes=67108864
11	cand	seqlen_q=2048,seqlen_k=6144,packed_ck_ms=14.9560118,staged_ck_ms=5.04309893,staged_speedup=2.96563911,max_abs=0,mean_abs=0,staged_scratch_bytes=75497472
11	cand	seqlen_q=2048,seqlen_k=8192,packed_ck_ms=20.8695755,staged_ck_ms=7.61849022,staged_speedup=2.7393322,max_abs=0,mean_abs=0,staged_scratch_bytes=83886080
12	cand	seqlen_q=2048,seqlen_k=2048,packed_ck_ms=3.47674298,staged_ck_ms=1.34535599,staged_speedup=2.58425498,max_abs=0,mean_abs=0,staged_scratch_bytes=58720256
12	cand	seqlen_q=2048,seqlen_k=4096,packed_ck_ms=9.64010429,staged_ck_ms=3.12280703,staged_speedup=3.08699965,max_abs=0,mean_abs=0,staged_scratch_bytes=67108864
12	cand	seqlen_q=2048,seqlen_k=6144,packed_ck_ms=14.9876175,staged_ck_ms=5.21170378,staged_speedup=2.87576151,max_abs=0,mean_abs=0,staged_scratch_bytes=75497472
12	cand	seqlen_q=2048,seqlen_k=8192,packed_ck_ms=20.9086971,staged_ck_ms=7.59201002,staged_speedup=2.75403976,max_abs=0,mean_abs=0,staged_scratch_bytes=83886080
12	base	seqlen_q=2048,seqlen_k=2048,packed_ck_ms=3.46101904,staged_ck_ms=1.40972197,staged_speedup=2.45510745,max_abs=6.10351562e-05,mean_abs=5.01400014e-07,staged_scratch_bytes=58720256
12	base	seqlen_q=2048,seqlen_k=4096,packed_ck_ms=9.45966625,staged_ck_ms=3.44341707,staged_speedup=2.74717402,max_abs=1.90734863e-06,mean_abs=9.28949362e-08,staged_scratch_bytes=67108864
12	base	seqlen_q=2048,seqlen_k=6144,packed_ck_ms=14.8137712,staged_ck_ms=5.48499203,staged_speedup=2.70078254,max_abs=9.53674316e-07,mean_abs=5.43407547e-08,staged_scratch_bytes=75497472
12	base	seqlen_q=2048,seqlen_k=8192,packed_ck_ms=20.6588135,staged_ck_ms=8.08686352,staged_speedup=2.55461383,max_abs=4.76837158e-07,mean_abs=3.8546015e-08,staged_scratch_bytes=83886080
13	base	seqlen_q=2048,seqlen_k=2048,packed_ck_ms=3.46349907,staged_ck_ms=1.42715895,staged_speedup=2.42684889,max_abs=6.10351562e-05,mean_abs=5.01400014e-07,staged_scratch_bytes=58720256
